ID,Name,Disciplines,Abstract,Keywords
457883c8-fc9d-4aaa-b456-4003322452a7,Modern Breeding Techniques of Sweet Potato,"['020702', '020701', '040108', '020501', '020601', '020699', '010610', '020799', '020603', '040102', '020602']", p The development of local varieteis of sweet potato with specific characteristics such as high yield improved nutritional value and or increased disease drought resistance is of great importance to the countries in Sub Saharan Africa This short training initiative aims to build capacity in the South woth regards to new and modern breeding techniques amongst which the use of molecular markers p ,"['breeding', 'sweet potato', 'molecular markers']"
17770800-0bbe-4793-acc4-60d018bece0d,Mechanistic study on the prediction of the pharmacokinetics of drugs in children,"['030599', '030506', '030510', '030509', '030507', '030501', '030504', '030502', '030508']", p This project aims to evaluate the usefulness of Physiologically Based Pharmacokinetic PBKP Modelling in predicting the pharmacokinetics of drugs en paediatric populations Current knowledge on PBPK modelling in children will be expanded an the resulting model will be tested and validated using the model drugs tramadol and propofol p ,"['PBPK modelling', 'pharmacokinetics', 'paediatric drug development']"
522c4a94-eeac-4255-82d1-958c7d24d6a9,INTRAS Inequalities in traffic safety,"['050101', '050102', '050108', '050201', '050204', '050205', '050209', '050210']",In health research extensive evidence is found on socioeconomic and cultural differences on health outcomes One of these health concerns are traffic injuries which impact is expected to increase worldwide As in other health domains inequalities are found in accident involvement Again underprivileged groups are the most vulnerable Injury research however still lacks explanatory models on how contextual and individual factors contribute to injury causation The main objective for this study is therefore to reveal some of these mechanisms that explain the differences that occur in road accident involvement in Belgium Since no studies have been conducted on the differences in road accident involvement in Belgium by different socioeconomically and culturally defined groups this will also be part of this research proposal ,"['Health Research', 'traffic safety']"
c729f6b7-e0d2-4b88-bbc5-84f50b0d2bd8,The Role of Ideological Preferences in Government Contracting An Experimental Approach,['050411'], p This research analyzes collaboration between public organizations and private actors It examines public servants willingness to collaborate in different collaborative policy design and policy delivery settings Public servants individual characteristics will be measured to explain variation in their willingness to collaborate including their skills knowledge and incentives To account for country differences respondents will be from five countries varying in their administrative tradition the Netherlands and Germany Estonia Norway and Spain p ,"['collaborative governance', 'public administration']"
52e864bc-ba9f-477d-adcb-fd10ba6239f2,Molecular mechanisms of cellular crosstalk in skin regeneration and cancer,"['019999', '010699']", p Although an association between tissue damage chronic inflammation and cancer is wellestablished little is known about the underlying molecular mechanisms During previous research I identified molecules that play important roles in mediating the cellular crosstalk between keratinocytes fibroblasts and immune cells during cutaneous inflammation and cancer initiation Here I aim to investigate the function of the danger associated molecule high mobility group box 1 HMGB1 in immune cell infiltration in skin homeostasis regeneration and tumour formation I previously demonstrated that HMGB1 is upregulated during skin trauma and in wound induced cutaneous tumours in both men and mice Hoste et al 2015 I now wish to study immune cell infiltration in the presence or absence of HMGB1 in various cell types during the different stages of skin wound healing and neoplasia p p In a second aim I will focus on the role of ADAMTS4 in fibroblast activation during cutaneous wound healing and wound induced tumour formation and maintenance Fibroblasts are the main cell type of connective tissue and emerging data show essential roles for fibroblasts in mediating tumour initiation and propagation I previously identified ADAMTS4 as a top upregulated gene in cancerassociated fibroblasts versus normal and inflammatory skin fibroblasts and I now aim to study the function of ADAMTS4 in regenerative and tumour inducing inflammation p ,['skin regeneration']
74963039-9ad2-4a0c-b183-69c554e6568d,Interdisciplinary clusters as a step towards a knowledge driven economy,"['05020302', '05020305', '05020301', '02020804', '02020802']", p Responding to the appropriateness of the NIB West Flanders wishes through this project to realize the necessary preparatory steps for the construction of two plants for the future in terms of new and smart materials amp products industrial design and cleantech It relates specifically to the development of unique economic alliances with complementary actors businesses government research actors which embody a NIB in an interdisciplinary context with very specific objectives and action in the areas of infrastructure branding services amp networking research and innovation and training with particular attention to internationalization sustainability and innovation To realize the creation of such forceful FVT 39 s extensive partnerships should be developed The West Flemish universities have to play a leading role but to include them fully they must first be reinforced material and immaterial plane i s m the knowledge Also on the side of the 39 39 eindehebruikers 39 of FVT 39 s businesses and the bijzeonder SME 39 s additional resources should be done to take them to the FVT 39 s to lead and the FVT 39 s make up for them profitable p ,"['Factories of the Future', 'sustainability', 'cleantech']"
e9ad737f-1087-4029-bb71-ddd039c476f3,Dynamic hybrid models for virtual scenario testing and optimal design of drivetrains,"['020107', '020399']", p Mechatronic systems such as vehicles industrial machines wind turbines etc as a system consist of one or more drivetrains which on their turn exist of components and subsystems Drivetrains are key in various industrial applications and need to be reliable and have to assure proper operational performances Nowadays increasing computational resources allow model based scenario testing and design techniques However intricate drivetrains are plagued by nonlinearities and uncertainties that are hard to capture with solely physical laws Traditional data driven techniques on the other hand can have poor extrapolation capabilities i e predictions outside their training region can become progressively worse This project proposes a dynamic hybrid modeling formalism by intimately merging physics based with data driven models that aims at improved accuracy robustness and extrapolation capabilities Research will be devoted to inserting these formalisms into virtual scenario testing for the detection of unwanted phenomena as well as for optimal control strategy and design of drivetrains Finally this project delivers a generic toolbox that allows proper interfacing with the drivetrain experts and drivetrain systems to have optimal interplay with the developed algorithms p ,"['virtual scenario testing', 'co design', 'grey box modeling', 'drivetrain', 'concurrent design', 'physics based modeling', 'mechatronics', 'data driven modeling']"
91f678b1-ed27-4026-8d4f-675ff50dab42,Children of Mercury Studies on the Transmission of Geometrical Design Knowledge in the Netherlandish Workshop Practice 1480 1560,"['030301', '060103', '020111', '020101', '020102', '020108', '060401', '060402', '060403', '060408']", p The research focuses on the relationship between geometrical architectural design knowledge and the visual arts in the Low Countries between 1480 and 1560 This crucial period was a turning point between tradition and innovation when we notice a greater involvement of other professional groups such as painters printmakers and sculptors in the architectural design practice Central to this research is the various internal socio economical elements which have led to this process Rather than the traditional paradigm where the changing design practices are explained as a sole result of a growing theorization and external humanist or Italian knowledge the author looks at internal processes of communication within the urban guild structures br The research explores the various applications of constructive geometry both inside and outside the building practice in an interdisciplinary manner this includes a study of architectural drawings early cartography and sketchbooks in the painter 39 s workshops p ,"['Architecture', 'Renaissance', 'Drawings', 'Architectural drawing', 'Renaissance Art']"
abddbd69-e430-43fb-b1d6-135a603b7aa2,Protecting online applications,['010103'],geen abstract,['security online apps']
e883c3cb-0d4f-4d44-864c-0bef3f70b829,Inclusive practices and co support in Flemish secondary schools A qualitative study on inclusive school development ,['050306'], p Inclusive practices and co support in Flemish secondary schools Qualitative study on inclusive school development p p Annet De Vroey Supervisors Prof dr Katja Petry amp Prof dr Elke Struyf UA p p In spite of international statements and legislation becoming an inclusive school is a complex process of educational change challenged by many constraints Qualitative research on inclusive practices processes and interventions may add to the understanding of key factors and the implementation of inclusive education Using a multiple case study design the objective of this study is to assess inclusive school development and classroom practice in Flemish secondary schools characterized by achievement based secondary streams and a dual system of mainstream and special education and support delivery p p Based on organizational educational and sociological perspectives of inclusion four studies are performed 1 a literature review in search for key factors that contribute to the development of inclusion in secondary education and 2 a meta synthesis evaluating implementation strategies of inclusion in secondary schools followed by a multiple case study on inclusion across 12 secondary schools in Flanders evaluating 3 inclusive classroom practice across secondary streams and grades and 4 inclusive school development processes within and across the case study schools p p While implementation models vary knowledge of key factors for successful inclusion in secondary schools is crucial such as teachers and peers attitudes access to the general curriculum shared decision making and collaborative practice In Flemish illustrative case studies observations of inclusive classroom practice across grade levels streams and with regard to diverse support needs show the capacity of teachers to access the curriculum in a balanced way performing emotionally supportive skills and high quality instruction towards the whole group as well as individual student needs However few adaptations are used A framework of inclusive classroom practice is developed accordingly which is introduced and evaluated in teacher education Analysis of interviews with principals teachers students peers parents and visiting support teachers show a variety of implementation processes all based on supportive relationships shared leadership and know how strategies of integrated support and collaborative practice Schools find ways of adopting inclusive practice in line with former diversity practice and the school s values Reaching a higher self efficacy through effective classroom practice and embedded support school teams discuss further needs and challenges of inclusion with regard to full academic participation and sustainable collaborative support p ,['Inclusive education']
60423d55-a07c-4edf-aaa0-0ea333daab19,Refining our view on planet Mercury in anticipation for the BepiColombo mission,"['01050499', '01030111', '01050401', '01030113']", p As the inner most object of our solar system planet Mercury is of unique relevance for e g solar system dynamics planetary formation theory and terrestrial magnetic field generation So far two single NASA space missions to Mercury have been performed In 2018 ESA and JAXA launched the more advanced dualsatellite BepiColombo to study Mercury from orbit BepiColombo s formal objectives have been formulated prior to NASA s latest space mission to Mercury MESSENGER It is now time to use MESSENGER 39 s data return to refine our view on Mercury as support for BepiColombo s measurement phase starting December 2025 In this fellowship MESSENGER data will be used to re investigate Mercury s interior structure magnetic field and surface age At the KU in Leuven and the Royal Observatory of Belgium in Brussels advanced corecomposition specific models on the planet s interior will be developed These will incorporate new experimental data on relevant metallic core alloys The potential of future geophysical measurements to constrain Mercury s core composition will be the emphasize of these models Dynamo simulations will be performed at the Max Planck Institute for Solar System Research to study Mercury s magnetic field generation for a suite of dynamo constraints These will improve constraints on the core s dynamic state which relates to the planet s structure and core composition Also a new crater counting based surface dating method will be developed Applied to Mercury this method will refine its surface age and its geological evolution and informs on the evolution and state of its mantle Results of the above topics will be discussed in light of the measurement potential of BepiColombo and other future space missions p ,"['Mercury', 'Planetary science', 'Solar system', 'High pressure', 'Impact cratering']"
cc0e8f52-0d14-43d6-a802-2c3aefa4717d,Foundations for artificial turf,"['020599', '020399']", p The present project aims to develop an alternative foundation for artificial turf that is both economical qualitative and ecologically by U 43 200BU 43 200Blower aaleg and retail a better understanding of the functionality of the existing foundation reduced material use by a new concept for the foundation and irrigation hockey p ,['synthetic turf fields']
fb1c215e-632b-4efb-9173-9cb5430b32cd,SYNAPTA Encoded synthesis replication and evolution of unnatural nucleic acid therapeutics ,"['030501', '030502', '030504', '030506', '030507', '030508', '030509', '030510', '030599']",Artificial nucleoside triphosphates will be synthesized and polymerases will be evolved that accept these nucleotides as substrate These nucleotides and polymerases will be used to start a selection procedure in a combinatorial way to detect artificial aptamers binding to BACE 1 ,"['Unnatural nucleic acid therapeutics', 'SYNAPTA']"
3949d5ca-ab0f-4666-b458-86ac1019f4f7,Design of implantable antennas and characterisation of in to out body wireless links in a Wireless Body Area Network WBAN ,"['020303', '020201', '020207', '020204', '010506', '029901', '020202']", p The aim of the project consists of designing an antennas which can be implanted into the human body Moreover the in body and in to out body wireless communication link between the implanted antennas and communication nodes outside the body will be characterized The absorption of electromagnetic radiation by the body due to the implanted antenna will be measured p ,"['wireless body area networks', 'antennas and propagation', 'mobile communication']"
c942289f-45aa-4ae8-81fd-ce8672d203d1,Multiscale multirange molecular dynamics with particle mesh methods ,['010301'],We propose a new approach for the study of materials with a multiscale method designed to efficiently handle the separation with short range forces acting on short time scales and long range forces acting on much slower scales The method of choice is the moment method an approach not yet used in molecular dynamics MD simulations but already in use in other particle mesh applications The work will consider the case of implicit solvation and other particulates dispersed in a matrix such as it is typical of many smart materials and nanostructures and demonstrate the application of the method to this case We will consider the baseline case of the current state of the art in multiscale MD simulation using especially the model of implicit solvation based on the Poisson Boltzmann approach We will compare the current method based on alternating steps where the particles move in the fields previously computed and the fields are computed for particles in positions previously computed with the new approach where fields and particle information mediated by the equations for their moments are solved self consistently The new approach provides better energy conservation and allows a longer time step The practical possible consequence is the ability to study larger systems for longer times opening new possibilities in the physics based prediction of material properties and behavior ,"['particle mesh method', 'biomaterials', 'solvation', 'particle in cell', 'multiscale', 'molecular dynamics']"
e145a8ca-07fa-41b4-8b92-7fe6a9f258dc,Liver and systemic haemodynamic alterations noninvasive diagnostic markers and potential pathophysiological mechanisms for NAFLD and NASH a large longitudinal cohort study ,"['030110', '030210', '030610']",Non alcoholic Fatty Liver Disease NAFLD the accumulation of fat in the liver steatosis related to obesity and glucose disturbances can lead to severe liver disease and is an important contributor to metabolic disease Many patients are at risk Accurate screening tools to diagnose NAFLD without the need for a liver biopsy are urgently warranted By prospectively and thoroughly assessing the presence of liver disease in obese patients we recently developed scoring systems that accurately predict liver disease but that need further validation Specific biomarkers will be searched for to enable physicians to select out of the large numbers of patients with obesity and diabetes those who need further more invasive testing and treatment Furthermore we previously showed that severe steatosis leads to changes in liver blood flows We will study the impact of these changes on the evolution of the disease and on the risk of complications in surgery for obesity Analysis of blood samplesobtained from the liver by a specific technical procedure will be performed to study the specific contribution of the liver to the health problems associated with obesity Liver tissue samples will be examined to identify factors that contribute to disease Finally patients will be followed up and re examined after one year in order to increase our understanding of the natural history of the disease and to identify factors that not only predict disease severity but also its evolution ,"['LIVER DISEASE', 'OBESITY', 'GASTROENTEROLOGY']"
0c79bc08-61c2-4963-9116-646f02aa2247,Elucidation of the regulatory networks that steer triterpene biosynthesis in the model legume Medicago truncatula,"['010606', '030217', '010610', '030617', '030117', '010602']", p The molecular machineries for jasmonate perception and primary signal transduction are largely elucidated but insights on the downstream molecular mechanisms that manage the synthesis of defence metabolites remain limited Here we will carry out a screen integrating transcriptome proteome and interactome profiling to identify missing regulators that drive triterpene biosynthesis in the model legume Medicago truncatula p ,"['medicago', 'jasmonate', 'triterpenes']"
53f16361-f806-41de-b4f7-75dc1d1f3ea8,Differential Amount Marking DAM across Categories,['06020225'],The main part of the present project is the elaboration of an investigation into the syntax and semantics of differential amount marking DAM constructions Starting from DAM in comparatives the project has as its null hypothesis that DAM by scalar comparison to a standard is a more general phenomenon It manifests itself across lexical categories and surfaces in other morphosyntactic domains such as that of diminutives augmentatives On the basis of empirical research into the correspondences and differences between non adjectival comparison and diminutives augmentatives a formal description will be given of the shared core of all DAM constructions ,['Differential amount marking']
9d462416-e2c7-4748-9497-013cc1a95e2a,Upscaling network management skills in government a development trajectory,"['050206', '050299', '050601', '050602', '050603', '050604', '050605', '050606', '050607', '050608', '050699']",In this project together with Prof Joris Voets UGent Koen Verhoest UAntwerpen and Astrid Molenveld Erasmus University Rotterdam and UAntwerpen jointly develop a trajectory to upscale network management skills in the Flemish government in order to improve the coordination of transversal and horizontal policy issues This is done through a combination of knowledge transfer cases project based working intervision and foreign visits Funded by the Flemish Government ,['NETWORKING']
ec2db30d-43ce-4534-836d-4e131cc7cdfc,Understanding the functional relationschip between microbial composition and ecosystem ,"['040107', '010610']", p Understanding the functional relationschip between microbial composition an ecosystem functioning is critical to predict ecosystem response to changing environmental conditions and ecosystem disturbance This study aims to assess the control microbial communities exert over nitrogen biogeochemistry in south Chilean pasture and forest ecosystems under stress p ,"['biogeochemistry', 'ecology']"
1da0f339-bc0f-4851-ac47-03f87086ffec,Study practices as a response to the issue of sustainability A case based inquiry concerning the pedagogy of study practices in an peri urban context,['05030301'],This project addresses a recent development in educational theory and practice the growing attention for practices of study The main hypothesis of this research is that these practices offer a unique but so far not yet investigated response to contemporary societal issues and more particularly to the challenge of sustainably living together Study practices take place in formal and non formal educational settings e g at universities and in community art projects Being more than practices of knowledge production and different from political activism they gather a thinking public around a concrete issue and render them response able The project explores the specificity and the proper educational dynamics of such practices outside the context of formal learning with the help of case studies e g circular economy short chain food production alternative housing projects conducted in an peri urban context and from a socio material and practice theoretical perspective ,"['study practice', 'urban context', 'educational theory', 'sustainability', 'practice theory']"
c91e4cc8-66c4-4cc9-afcc-df752e7ec47e,Multiscale modelling of solid liquid interactions in oxidic systems,['02050501'], p In pyrometallurgy metals are extracted from ores or purified by high temperature processes Within these processes the liquid metal phase is usually accompanied by other phases such as slag mixture of metal oxides or matte mixture of metal sulphides p ,"['Multiscale Modelling', 'Freeze lining', 'Thermodynamics and Kinetics']"
01984300-8c1d-43fb-8250-537ebf3018f4,Study of crosstalk between GPCR mediated signals and the NF kappaB signal transduction cascade ,"['030117', '010607', '030617', '010602', '030621', '030217', '030121', '010611']", p Nuclear Factor U 43 03BAB NF U 43 03BAB is a ubiquitously expressed transcription factor for genes involved in inflammation The transcription of NF U 43 03BAB dependent genes can be altered by crosstalk with other signaling pathways Recently it has become evident that G protein coupled receptors GPCRs are implicated in immunity and that there is connectivity with NF U 43 03BAB signaling One of the GPCRs that has received a lot of attention in the field of inflammatory research is the U 43 03B22 adrenergic receptor U 43 03B22 AR Whereas it is generally accepted that U 43 03B22 AR mediated signals are anti inflammatory we observed thatin several cell types U 43 03B22 AR agonists synergistically enhance the expression of particular NF U 43 03BAB dependent proinflammatory genes while others are inhibited In this project we want to further explore the molecular basis of this selectivity Special emphasis will be dedicated to nuclear crosstalk events including actions of U 43 03B22 AR agonists on chromatin remodeling and enhanceosome composition of NF U 43 03BAB dependent promoters p ,"['chromatin remodeling', 'enhanceosome composition', 'IL 6 promoter', 'CREB', 'NF kB', 'U 03B22 AR']"
07f6043d-8d49-4c4d-8bac-1af7cad1ac64,The Republic of Epigrams The Latin Epigram and the Multilingual Self in 17th and 18th century Europe,"['060203', '060201']", p In the seventeenth and eighteenth century Latin gradually lost its dominant position as a literary br language in Europe The normativity of the Classics was increasingly questioned in the literary br field and cultural processes such as the boom of translation and the rise of journals opened up br literature to a broader public Nonetheless key players in intellectual Europe continued to br produce collected epigrams in Latin Despite its omnipresence the epigrammatic genre is almost br exclusively studied in vernacular languages and has received next to no attention in Neo Latin br studies after the Renaissance br The present project hypothesizes that the Latin epigram contributed significantly to the cultivation br of the seventeenth and eighteenth century U 43 2018Republic of LettersU 43 2019 a self aware and transnational br network of intellectuals On the one hand the epigram was a tool for self fashioning It helped br writers to consciously build their image within a particular socio historical context On the other br hand the genre attests to the increasingly multilingual status of the Republic of Letters Features br of the Latin epigram were negotiated in dialogue with contemporary vernacular traditions of br epigrams and other forms of short poetry By turning to a body of texts that is often overlooked br the project aims to enhance our understanding of the transnational dynamics fundamentally br shaping a period in European literary history marked by crucial changes p ,['Epigrams']
7644cb92-8d29-47a5-8f8b-681b4964ebb7,Maturity Composition of Government Debt and the Macroeconomy Empirical Effects,"['050201', '050204', '050205', '050209', '050210']", p The recent macroeconomic crisis the Great Recession has rendered traditional macroeconomic policy largely powerless Central banks around the world have dramatically reduced their policy interest rates to the bare minimum Fiscal authorities have been reluctant to pursue overly expansive policies for a range of reasons In response central banks have turned towards an alternative means to achieve higher growth and inflation closer to target Quantitative Easing QE by buying massive amounts of long term government debt the central bank increases the demand and thus the price of long term bonds in the market As a result long term interest rates fall thus stimulating economic activity Quantitative Easing effectively boils down to changing both the size of the government debt outstanding in the market as well as its maturity composition While there is a lot of research on the size of national debt the maturity composition is an under researched area The project asks how the government s maturity choice is intertwined with the macroeconomy The research investigates how government maturity interventions affect business cycles In turn it also evaluates how government debt maturity reacts to the business cycle The research is empirical in nature and thereby seeks to provide stylized facts to enable evaluating recent theoretical research p ,"['Maturity composition', 'Quantitative Easing']"
4997676d-a6f9-4f39-a1b9-9cde26e75502,Sagalassos archaeological research project 2011 Leuven ,[],,"['Sagalassos', 'Archaeology']"
8742b1de-3684-446d-b3fc-2ecd856fa41a,Francqui Chair prof dr Jo Nijs,"['03040502', '03040504']",Professor Jo Nijs will give five lessons at UHasselt as part of the Francqui Chair The concrete themes related to pain functioning and rehabilitation will be agreed by our faculty of Rehabilitation Sciences in consultation with him The inaugural lesson will be aimed at a wide audience of scientists from our university our education and research partners as well as care managers and care providers ,['Neurological rehabilitation']
052f3ec5-29b1-4246-bf6c-7a30dcd89b7d,Integrated control of soilborne fungal pathogens in vegetable production in Vietnam ,"['040102', '010610', '040108']", p The aim of the project is to develop an integrated contral strategy against Rhizoctonia solani on bean and cabbage and Fusarium oxysporum f sp Lycopersici on tomato based on soil amendments with lignin alone or in combination with antagonistic Pseudomonas bacteria that produce phenazine antibiotics and or biosurfactants This method should be applicable in Vietnamese soil conditions p ,"['lignin', 'fusarium oxysporum f sp Lycopersici', 'bean', 'biological control', 'cabbage', 'Rhizoctonia solani', 'pseudomonas', 'tomato']"
d2c38d48-fce6-46b2-8216-3f02b7f9fc12,Evolutionary genomics of lactobacilli,"['010608', '010611', '030116', '030120', '030216', '030616', '030620']",Lactobacilli are an interesting group of bacteria found in a large variety of ecosystems from the human gut to milk to plant surfaces and other environments They are used in food fermentations and as health promoting bacteria It is not yet clear how lactobacilli are able to survive and thrive in these different environments Did Lactobacillus strains adapt each to a specific environment Or are some strains 34 nomads 34 able to survive in many different environments We will attempt to solve the adaptation question in two ways First we will study gene copynumber variation between Lactobacillus strains The DNA of a bacterial strain can contain multiple copies of a single gene and this copy number can differ between strains It was recently observed that copy number variation in gut bacteria is often found in genes linked to environmental adaptation As a second way to investigate environmental adaptation we will reconstruct the evolutionary history of the Lactobacilli Bacterial strains can evolve in multiple ways two important types of evolutionary events are that they can acquire genes from other bacteria or genes can get lost We will use the full DNA sequences of at least fifty strains per species to find out which genes were acquired and which ones were lost by which ancestors in the course of evolution We can then see whether there is a connection between these gene gain and loss events and the environment in which these ancestors lived ,"['LACTOBACILLUS', 'GENOME ANALYSIS']"
fa938795-77a1-429d-928f-895448a122ed,FWO travel credit for a long stay abroad at University of Trieste Italy concerning study 34 Febrile seizures persistently alter hippocampal GABAA receptor physiology 34 ,"['0301', '0302', '0306', '0501']",Febrile seizures FS are the most common type of childhood seizures affecting 2 3 of the children between 3 months and 5 years Correlative clinical studies have linked early life FS to temporal lobe epilepsy TLE later in life Insight into the cellular mechanisms underlying FS induced epileptogenesis is crucial for a rational drug design to treat TLE The present study aims at elucidating whether altered hippocampal GABAergic signalling can be a link between childhood FS and TLE in adulthood For a translational approach we collected freshly frozen hippocampal biopsies from TLE patients with and without a FS history Hippocampal membranes are isolated from the frozen specimen and transplanted into Xenopus laevis oocytes allowing the incorporation of human GABAA receptors in the oocyte plasma membrane GABA evoked currents are recorded by two micro electrode voltage clamp on oocytes The results of this study indicate that FS cause a long lasting alteration in the functional properties of hippocampal GABAA receptors ,"['Febrile seizures', 'hippocampus', 'temporal lobe epilepsy']"
7a059ea6-ca95-403a-a545-6466a613b55c,The rationale for repurposing cidofovir to selectively target HPV positive and negative epithelial neoplasias,"['010608', '010611', '030116', '030120', '030616', '030620']", p Human papillomaviruses HPVs are double stranded DNA viruses of which the mucosal alpha types can induce benign low risk HPV types and malignant high risk HPV types lesions High risk HPVs are associated with cervical cancer other anogenital cancers and a substantial amount of head and neck squamous cell carcinoma HNSCC Effective prophylactic vaccines are available but are mostly administered to young women and older women and men remain unvaccinated although male HPV vaccination programs have been implicated in several countries Current treatment is based on surgery radio and or chemotherapy which can be associated with significant side effects Furthermore high recurrence rates are described in cases of advanced HPV disease Thus the development of a selective therapy capable of inducing regression of the existing HPV lesions preventing the progression of low grade disease and or preventing recurrences is highly required p p Cidofovir CDV is an acyclic nucleoside phosphonate with antiviral activity against a broad range of DNA viruses CDV proved to have antiproliferative effects against several HPV 43 and HPV cell lines em in vitro em and in a murine xenograft model of HPV 43 tumors and in a cotton tail rabbit PV model CDV has been demonstrated to be active in different severe clinical presentations of both benign and malignant HPV associated diseases including recurrent respiratory papillomatosis gingival and oral neoplasias verruca vulgaris plantar warts severe laryngeal papillomatosis anogenital lesions hypopharyngeal esophageal tumors anal intraepithelial neoplasia grade 1 3 vulvar intraepithelial neoplasia grade 3 and cervical intraepithelial neoplasia stages 2 43 and 3 CDV also demonstrated activity em in vivo em against HPV malignancies such as glioblastoma hemangiosarcoma and nasopharyngeal carcinoma p p p p First we aimed to further unravel the selective mode of action of CDV against both HPV 43 and HPV transformed cells compared to normal cells Previously our laboratory performed whole genome gene expression profiling by means of microarrays in two HPV 43 cervical carcinoma cells HPV immortalized keratinocytes and normal keratinocytes The data suggested activation of cell cycle regulation and double strand break DSB repair mechanisms ATM signaling and DSB repair by homologous recombination following CDV treatment of normal cells in contrast to HPV 43 and HPV transformed cells Based on these findings we then compared HPV 43 and HPV cervical cancer and HNSCC cell lines with immortalized keratinocytes HaCaT and normal cells primary human keratinocytes primary epithelial tonsil cells and human embryonic lung fibroblasts for their sensitivity to CDV drug metabolism incorporation of the active metabolite into cellular DNA and DNA damage induction Chapter 2 Tumor cells proved to be more sensitive to CDV antiproliferative effects and incorporated more CDV diphosphate than normal cells To confirm the induction of DSBs by CDV ATM activation was evaluated in the different cell types Upon CDV treatment the different cell types presented an increase in phospho ATM levels Detection of H2AX a quantitative marker of DSBs showed a significant increase in DSBs in tumor cells but not in normal cells following CDV exposure CDV antiproliferative effects correlated with incorporation of the active CDV metabolite into cellular DNA which was related to induction of DNA damage However CDV induced DNA damage and antiproliferative effects did not correlate indicating that the mode of action of CDV against cancer cells cannot be attributed solely to DNA damage The effects of CDV on cell growth incorporation into DNA and induction of DNA damage were independent of tumor type i e originating from cervical or head and neck tissues and of HPV status Based on these results proteins downstream of ATM in the homologous recombination repair pathway i e p16 BRCA1 BRCA2 and RAD51 were investigated Chapter 3 HPV 43 and HPV tumor cells accumulated CDV induced DSBs as indicated by an accumulation of RAD51 foci while normal cells resolved RAD51 foci highlighting their capacity to repair CDV induced DSBs RAD51 foci formation in tumor cells was not linked to p16 overexpression which was not altered by CDV treatment In addition no difference in accumulation of DSBs was observed between HPV 43 and HPV cell lines These results indicate that CDV em in vitro em antitumor activity is not restricted to HPV 43 tumor cells but could be expanded to HPV cervical carcinomas and HNSCC tumors although further studies including different tumor cell lines with diverse genetic backgrounds are mandatory before CDV can be proposed as a broad antitumor agent p p p p The second part of this PhD project aimed to investigate tumor tumor interactions using a double subcutaneous xenograft model in athymic nude mice where the two tumors had no direct contact We also explored whether intratumoral treatment with CDV would not only have a local antitumor effect as previously demonstrated by our research group but also a far reaching effect leading to retarded growth of a secondary tumor Chapter 4 Clinical evidence for tumor tumor interactions within one organism exist for several malignancies but not for cervical cancer We provided evidence that the presence and the site of a primary HPV 43 xenograft had no influence on the growth of a secondary distant HPV 43 xenograft However CDV em in situ em treatment of the primary xenograft had a temporary far reaching antitumor effect leading to retarded growth of the challenged tumor In addition volume reduction of the primary xenograft lowered the mortality and pathology associated with total tumor burden as indicated by a reduction in splenomegaly inflammation and an increase in antitumor immune responses The effects of CDV on a secondary untreated HPV 43 xenograft is likely mediated by an indirect activation of an antitumor immune response and inhibition of inflammation Since the far reaching effect of CDV was transient we investigated the use of apoptotic tumor cells as a source of a wide variety of tumor antigens able to induce a more integral immune response and co administration of CDV together with vaccine adjuvants aluminum hydroxyde 43 monophosphoryl lipid A in an attempt to boost CDV far reaching effects Chapter 4 Apoptotic tumor cells were unable to delay the growth of a secondary xenograft implanted subcutaneously Adjuvant per se slightly reduced the growth of both the first and the second xenograft but this effect was not synergistic with CDV treatment of the primary xenograft p p p p In conclusion this doctoral thesis contributes to a better insight into the selective mechanism of CDV antitumor activity which is crucial for the development of new strategies to treat HPV associated neoplasias Cidofovir is not only able to decrease the volume of a locally treated xenograft but also to reduce inflammation and to direct the immune response in such a way to be favorable to the host These are important findings in view of the accumulating evidence showing that the immune system has a critical role in the process of tumorigenesis Our work sets up the basis for further investigations on CDV as an inducer of DNA damage against both HPV 43 and HPV tumors and the potential of combination therapy and warrants the development of improved pharmacological formulations of CDV p p p p p ,"['Cidofovir', 'Human papillomavirus', 'DNA damage']"
a5b373d5-e1dc-4f59-b653-1f5fe2e0e6b8,Investigation of traffic flows from to and within the Antwerp port area ,"['050201', '050204', '050205', '050209', '050210']",This project will lead to an overview of traffic flows from to and within the port of Antwerp taking into account commuter traffic freight transport the flows between the left bank and the right bank ,"['PORT OF ANTWERP', 'TRAFFIC FLOWS']"
d9ac9fd7-e5a7-4ab0-b8b4-9c47ef7c074a,Mid term evaluation five year programme 2017 2021 Children 39 s rights education Unicef Belgium,"['05060501', '05040903']", p This project concerns a mid term evaluation of the development education programme of Unicef Belgium During the evaluation 6 pilot projects are investigated in which Unicef in cooperation with 4 primary schools and 2 colleges tries to integrate children 39 s rights education into the school functioning through action research In addition primary school teachers are questioned about their experience with the use and content of Unicef Belgium 39 s pedagogical material as well as about their specific needs and possible obstacles with regard to the digitisation of the material The evaluation is learning oriented and uses a combination of qualitative and quantitative research methods including outcome harvesting workshops and an online survey for teachers p ,"['Child rights education', 'Evaluation', 'Outcome harvesting', 'theme globaldevelopemnt']"
