ID,Profile,Profile count,Organisations,Organisations count,Projects,Projects count,Coauthors Projects,Coauthors Projects count,Publications,Publications count,Coauthors Publications,Coauthors Publications count
5c726ba8-6bc6-4beb-b095-eecb63c7e506,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.15384615
 0.         0.         0.         0.69230769 0.15384615 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.15384615
 0.         0.         0.         0.69230769 0.15384615 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.         0.         0.         0.         0.         0.01388889
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.25474359
 0.         0.025      0.07273504 0.11538462 0.24641026 0.00833333
 0.         0.         0.         0.2607265  0.         0.
 0.         0.         0.         0.         0.         0.00277778
 0.         0.         0.         0.         0.         0.        ]","(0.967741935483871, 31)","[0.         0.         0.         0.00462963 0.         0.00967262
 0.         0.         0.         0.         0.         0.00462963
 0.00086806 0.00810185 0.00260417 0.         0.         0.1779959
 0.         0.09722222 0.01798942 0.28810541 0.15068109 0.
 0.         0.         0.         0.2375     0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.935064935064935, 77)","[0.         0.         0.         0.         0.         0.00491803
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04521858 0.00628415 0.03005464 0.01502732 0.68415301 0.
 0.         0.         0.         0.20724044 0.         0.
 0.         0.         0.         0.0034153  0.         0.
 0.00081967 0.         0.00286885 0.         0.         0.        ]","(0.6971428571428571, 350)","[3.89787566e-04 0.00000000e+00 0.00000000e+00 4.77489768e-03
 0.00000000e+00 3.09365219e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.47794452e-03 3.41064120e-04 4.77489768e-03
 3.81189311e-04 6.75440708e-03 1.21935996e-03 4.54752160e-04
 0.00000000e+00 1.41020221e-01 7.55977698e-03 7.60572988e-02
 2.95223478e-02 3.82901319e-01 1.38279543e-01 7.67394270e-04
 0.00000000e+00 0.00000000e+00 4.01251906e-05 1.87570649e-01
 1.36425648e-03 4.20645748e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.13688040e-03 0.00000000e+00
 0.00000000e+00 1.36425648e-03 4.54752160e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","(0.45556246115599736, 1609.0)"
8d991f4d-1e5d-46e7-befa-a009b746cbaa,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.  0.  0.  0.5
 0.  0.  0.  0.  0.  0. ]","(1, 2)","[0.         0.         0.         0.         0.00266667 0.00266667
 0.00533333 0.         0.01333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00266667 0.         0.         0.         0.
 0.01333333 0.         0.         0.         0.06888889 0.00222222
 0.00259259 0.74962963 0.04481481 0.         0.00111111 0.06
 0.00888889 0.         0.01555556 0.0062963  0.         0.        ]","(0.9375, 80)","[0.         0.         0.         0.         0.0047619  0.0047619
 0.0098545  0.         0.02195767 0.0047619  0.         0.
 0.00793651 0.         0.         0.         0.0047619  0.
 0.         0.         0.         0.         0.         0.
 0.02096561 0.         0.         0.         0.14574315 0.
 0.01602333 0.42712843 0.11183261 0.         0.00198413 0.10185185
 0.0331451  0.01488095 0.01917989 0.04015059 0.00831807 0.        ]","(0.875, 96)","[0.         0.         0.         0.         0.         0.00694444
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00694444 0.         0.01388889 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.15659722 0.
 0.01736111 0.52986111 0.22731481 0.02488426 0.         0.00347222
 0.         0.00694444 0.         0.00347222 0.00231481 0.        ]","(0.4114285714285718, 350)","[0.         0.         0.00440529 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00440529 0.
 0.         0.         0.         0.         0.         0.
 0.01174743 0.         0.         0.         0.08781204 0.
 0.02202643 0.36637298 0.179442   0.         0.         0.22246696
 0.03896984 0.         0.03524229 0.02168756 0.00542189 0.        ]","(0.30253220790759655, 750.3333333333334)"
4c814219-01a5-496d-9b71-7307705d3a9c,"[0.         0.         0.         0.         0.         0.3
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.23333333
 0.23333333 0.         0.         0.         0.23333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0.6666666666666667, 3)","[0.         0.00432749 0.         0.         0.         0.1798814
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00432749 0.         0.24790522
 0.18958646 0.01365497 0.037      0.02235294 0.27723855 0.005
 0.         0.         0.         0.01872549 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.9615384615384616, 26)","[0.0327381  0.         0.         0.         0.         0.15134069
 0.         0.         0.         0.01096491 0.         0.
 0.         0.01157407 0.         0.         0.         0.32607931
 0.13539644 0.01194196 0.01755952 0.0945259  0.1393895  0.05807292
 0.         0.01041667 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 48)","[0.         0.         0.003663   0.003663   0.         0.07264957
 0.         0.01098901 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01098901 0.0018315  0.         0.         0.87789988 0.
 0.         0.         0.         0.01831502 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.38888888888888984, 234)","[2.47621437e-03 5.30973136e-03 0.00000000e+00 1.83823529e-03
 0.00000000e+00 1.07067896e-01 2.45098039e-03 2.04248366e-04
 4.08496732e-04 1.52285179e-03 7.05858324e-04 3.81263617e-04
 2.16763585e-04 3.04722284e-03 6.50290754e-04 5.81553323e-04
 8.26956799e-04 3.27140158e-01 2.21032851e-01 1.23775353e-02
 3.83622301e-02 1.47083316e-02 2.14857920e-01 3.48570957e-02
 2.09694989e-03 3.40614187e-03 0.00000000e+00 3.47222222e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","(0.3408284023668639, 2394.1666666666665)"
6e4510f0-4ac4-41e7-87b0-4ea6eb8f6333,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.8
 0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.15384615
 0.         0.         0.         0.69230769 0.15384615 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.8
 0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.16923077
 0.         0.         0.         0.46153846 0.16923077 0.
 0.         0.         0.         0.2        0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 3)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0.0, 2)","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0.0, 7.0)"
205de141-a729-45e7-a2cf-7b787b757d0a,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.15384615
 0.         0.         0.         0.69230769 0.15384615 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.24358974
 0.         0.         0.         0.51282051 0.24358974 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 2)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.28846154
 0.         0.         0.05       0.17307692 0.28846154 0.
 0.         0.         0.         0.2        0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 4)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.23076923
 0.         0.07142857 0.02857143 0.3956044  0.11648352 0.
 0.         0.         0.         0.15714286 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.875, 8)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.03       0.         0.05333333 0.         0.59333333 0.
 0.         0.         0.         0.32333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.5555555555555558, 45)","[0.         0.         0.         0.003367   0.         0.
 0.         0.         0.         0.         0.         0.003367
 0.         0.003367   0.00056117 0.         0.         0.13817664
 0.         0.0959596  0.         0.48290598 0.13593197 0.
 0.         0.         0.         0.13636364 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.6111111111111112, 162.0)"
0233b56f-e2e3-4beb-b60c-5a82a10909d7,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0.03472222 0.04861111 0.02083333 0.03472222 0.         0.45287698
 0.08085317 0.         0.         0.         0.         0.0625
 0.01388889 0.         0.         0.         0.03125    0.04960317
 0.         0.10069444 0.         0.         0.00694444 0.
 0.         0.         0.         0.         0.03125    0.
 0.         0.03125    0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.6666666666666667, 6)","[0.05 0.   0.   0.   0.   0.4  0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.2  0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.
 0.1  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  ]","(1, 10)","[0.04861111 0.         0.06388889 0.         0.         0.12797619
 0.09146825 0.         0.         0.         0.         0.034375
 0.015625   0.00833333 0.         0.         0.         0.13085317
 0.02083333 0.38085317 0.         0.01289683 0.00595238 0.
 0.         0.         0.         0.         0.05833333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 24)","[0.         0.         0.         0.00769231 0.         0.05723443
 0.03351648 0.         0.         0.         0.         0.
 0.         0.         0.19862637 0.         0.         0.
 0.02564103 0.03659257 0.17243173 0.16227106 0.2883658  0.01121795
 0.         0.         0.         0.00641026 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.4482758620689654, 116)","[1.61403509e-02 7.01754386e-04 1.01052632e-02 1.86431463e-02
 3.81339713e-03 2.32600884e-01 4.40315182e-02 0.00000000e+00
 1.18181818e-03 4.97607656e-04 0.00000000e+00 6.31578947e-03
 0.00000000e+00 5.28956538e-03 0.00000000e+00 7.01754386e-04
 1.21647800e-03 1.16610184e-01 2.20661269e-02 3.97277056e-01
 1.14927704e-02 1.35338346e-02 4.53821138e-02 7.06033376e-04
 1.79944266e-02 5.18758435e-03 6.88259109e-04 1.26315789e-03
 6.19195046e-04 1.05263158e-03 5.91331269e-03 0.00000000e+00
 6.75696594e-03 6.57894737e-04 5.26315789e-04 2.63157895e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.95215311e-04
 0.00000000e+00 9.77443609e-03]","(0.40924755887421027, 1160.6666666666665)"
5b7d2065-1630-4472-a996-d52205dc2fe4,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.16666667
 0.         0.         0.         0.         0.16666667 0.
 0.         0.         0.66666667 0.         0.         0.        ]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.16666667
 0.         0.         0.         0.         0.16666667 0.
 0.         0.         0.66666667 0.         0.         0.        ]","(1, 1)","[0.03148148 0.         0.15740741 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.08333333 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.06481481
 0.         0.         0.02083333 0.         0.10648148 0.
 0.         0.         0.53564815 0.         0.         0.        ]","(1, 12)","[0.02020202 0.         0.07070707 0.         0.         0.03030303
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.03030303
 0.         0.         0.         0.         0.03030303 0.
 0.         0.         0.         0.         0.01818182 0.07575758
 0.05714286 0.         0.10649351 0.         0.07575758 0.
 0.         0.         0.48484848 0.         0.         0.        ]","(0.8461538461538461, 13)","[0.   0.   0.21 0.22 0.   0.   0.   0.   0.   0.03 0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.04 0.   0.02 0.   0.   0.   0.   0.08
 0.   0.   0.   0.   0.   0.   0.   0.   0.04 0.   0.36 0.   0.   0.  ]","(0.5681818181818183, 44)","[0.01494565 0.         0.29456522 0.0395675  0.04483696 0.00860507
 0.01494565 0.         0.         0.03315217 0.00543478 0.00098814
 0.17272727 0.04765886 0.         0.         0.01711957 0.21059783
 0.0326087  0.         0.00083612 0.00098814 0.05253623 0.
 0.0041806  0.         0.         0.         0.         0.00370553
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.7076923076923077, 130.0)"
5c25d7ce-5b1d-4980-956a-97b2c63d3322,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.30434783 0.04347826 0.
 0.         0.65217391 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.         0.33333333 0.         0.         0.         0.
 0.         0.         0.         0.33333333 0.         0.
 0.         0.         0.         0.33333333 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.07523606 0.09263834 0.01010101 0.07575758 0.004329   0.02083333
 0.         0.         0.         0.25959753 0.08613072 0.
 0.04545455 0.09090909 0.         0.00378788 0.03463203 0.04278813
 0.04278813 0.0094697  0.01508093 0.01515152 0.04278813 0.00189394
 0.         0.00378788 0.         0.02305665 0.         0.
 0.         0.         0.         0.         0.         0.00378788
 0.         0.         0.         0.         0.         0.        ]","(1, 33)","[0.         0.02457265 0.04506258 0.08162393 0.00961538 0.08237179
 0.01602564 0.00174825 0.         0.2364011  0.01073718 0.
 0.09989316 0.04546911 0.00641026 0.08151709 0.01223776 0.03882784
 0.04299451 0.01538462 0.01476648 0.         0.01991758 0.02884615
 0.03621795 0.01923077 0.         0.         0.00320513 0.
 0.00384615 0.         0.         0.         0.         0.
 0.00384615 0.         0.         0.01923077 0.         0.        ]","(1, 52)","[0.         0.         0.25979167 0.248125   0.         0.
 0.         0.         0.003125   0.23354167 0.         0.
 0.02083333 0.         0.         0.         0.073125   0.
 0.         0.         0.         0.         0.10208333 0.
 0.         0.         0.         0.05104167 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00416667 0.00416667 0.        ]","(0.3137254901960804, 255)","[2.51004016e-04 2.32039268e-03 2.00656160e-02 3.89762114e-02
 0.00000000e+00 8.58506490e-04 0.00000000e+00 1.67336011e-04
 6.69344043e-04 5.52559704e-01 1.60961306e-02 7.53012048e-04
 3.51563341e-02 3.11056960e-02 6.92424872e-05 2.59702301e-01
 4.36986039e-03 5.81636479e-03 1.03227712e-02 1.74611489e-04
 1.32042495e-03 1.07325855e-03 3.56664975e-03 1.74611489e-04
 4.01606426e-03 7.72320049e-05 0.00000000e+00 7.72320049e-05
 3.34672021e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.86861733e-04
 1.60642570e-03 0.00000000e+00 0.00000000e+00 8.03212851e-03
 0.00000000e+00 0.00000000e+00]","(0.4836516672062157, 1029.6666666666665)"
42b73d6c-a4a4-4d1b-9ac2-1b304afe9d58,"[0.         0.         0.66666667 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.33333333
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.04  0.    0.    0.    0.505 0.115 0.075 0.025 0.025 0.215 0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.   ]","(0.625, 8)","[0.00574713 0.         0.02873563 0.08986416 0.         0.03078818
 0.         0.         0.         0.0321441  0.         0.02011494
 0.02011494 0.0321441  0.         0.0321441  0.         0.24121759
 0.1959372  0.03639847 0.00383142 0.00492611 0.20673484 0.00191571
 0.         0.         0.         0.01724138 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 29)","[0.         0.         0.16354936 0.11680339 0.         0.06068108
 0.01810422 0.         0.         0.03710692 0.00754717 0.01968827
 0.0121411  0.02723544 0.         0.00246103 0.         0.2757015
 0.00164069 0.11716083 0.         0.01306241 0.0752298  0.
 0.         0.         0.         0.         0.         0.01415094
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.03773585]","(1, 53)","[0.002      0.002      0.202      0.23583333 0.         0.01666667
 0.         0.         0.         0.00833333 0.         0.
 0.002      0.         0.         0.002      0.         0.
 0.002      0.         0.004      0.04166667 0.389      0.0025
 0.005      0.         0.         0.085      0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.5427135678391952, 199)","[0.00617401 0.00080737 0.19228118 0.09554159 0.01874367 0.06010052
 0.01768218 0.         0.         0.05710364 0.0067051  0.03289002
 0.08248819 0.02856992 0.00283777 0.00083215 0.00665885 0.20346776
 0.03036158 0.03523143 0.00616448 0.02435529 0.06625416 0.00102174
 0.00328216 0.         0.         0.00091185 0.00303951 0.00583725
 0.         0.         0.         0.         0.00151976 0.
 0.         0.         0.00607903 0.         0.         0.00305782]","(0.6431014823261119, 1023.1666666666665)"
98515a4c-85bc-4a1f-92f1-220985660859,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.375 0.5   0.    0.125 0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.   ]","(1, 1)","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.75
 0.08333333 0.02083333 0.04166667 0.         0.08333333 0.02083333
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 3)","[0.         0.01449275 0.         0.         0.         0.04637681
 0.         0.         0.         0.         0.         0.
 0.00289855 0.05093168 0.00869565 0.         0.         0.14558316
 0.18906142 0.01630435 0.04347826 0.04347826 0.24703244 0.01630435
 0.         0.         0.         0.17536232 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.8846153846153846, 26)","[0.         0.01358412 0.         0.         0.         0.02890332
 0.         0.         0.         0.03139339 0.00149925 0.
 0.         0.07812238 0.00356718 0.         0.         0.27465123
 0.29656392 0.00431034 0.0197665  0.02425684 0.18355267 0.00923645
 0.         0.00265252 0.         0.0061008  0.01149425 0.00344828
 0.00344828 0.         0.00344828 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 29)","[0.         0.         0.00866337 0.0049505  0.         0.01155116
 0.         0.         0.         0.00371287 0.         0.
 0.         0.         0.         0.         0.         0.
 0.01918317 0.0049505  0.00742574 0.01105611 0.60625295 0.
 0.         0.02475248 0.         0.29304573 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00445545 0.         0.         0.         0.        ]","(0.45909090909091044, 440)","[1.51103052e-03 6.84964355e-03 4.68419462e-04 9.06618314e-04
 0.00000000e+00 1.03364786e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.46187564e-02 1.65478177e-03 0.00000000e+00
 1.00735368e-04 5.02207293e-02 5.42928898e-03 4.22631640e-02
 6.60753378e-04 1.88290369e-01 3.50025913e-01 4.57562898e-03
 2.89877777e-02 2.07796756e-02 1.77344932e-01 4.08776882e-03
 8.35043184e-04 3.55208406e-02 7.47960109e-03 3.33647953e-02
 2.78063700e-03 0.00000000e+00 9.06618314e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","(0.500434799047223, 2204.083333333333)"
425fd3a0-74f2-4685-b880-955d802195a5,"[0.         0.         0.         0.0952381  0.         0.04761905
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.0952381
 0.0952381  0.         0.04761905 0.52380952 0.0952381  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.         0.         0.         0.13333333 0.         0.06666667
 0.13333333 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.06666667 0.6        0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 1)","[0.         0.         0.02857143 0.11852814 0.         0.01666667
 0.02619048 0.         0.         0.         0.         0.0025974
 0.         0.0025974  0.         0.         0.         0.06517007
 0.03755102 0.15809524 0.00408163 0.51069882 0.02040816 0.
 0.         0.0047619  0.         0.00408163 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 35)","[0.         0.00199005 0.         0.10820896 0.         0.08014276
 0.08880597 0.00373134 0.         0.         0.         0.00135685
 0.         0.0040122  0.         0.00099502 0.00320976 0.08901024
 0.04222297 0.03500355 0.00509358 0.42365389 0.08943158 0.00737671
 0.         0.00878939 0.00248756 0.00447761 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(1, 67)","[0.        0.        0.        0.278125  0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.0015625
 0.2875    0.        0.0375    0.        0.0015625 0.        0.1
 0.10625   0.14375   0.        0.        0.        0.        0.04375
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.       ]","(0.6557377049180326, 122)","[3.76647834e-03 0.00000000e+00 0.00000000e+00 7.26531943e-02
 0.00000000e+00 7.16302659e-02 5.01412429e-02 3.98377517e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.74202439e-03 0.00000000e+00 0.00000000e+00
 5.28966471e-03 6.76288993e-02 1.03978411e-01 2.20588235e-02
 1.06925305e-02 4.64458989e-01 7.27293388e-02 2.47618952e-02
 4.34593655e-04 6.12052731e-03 9.41619586e-04 9.01032535e-03
 0.00000000e+00 0.00000000e+00 1.97740113e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]","(0.5068002863278455, 698.4999999999999)"
5b652de3-41b8-4a25-81a1-e036dfb8530f,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(0.0, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","(1, 1)","[0.         0.         0.         0.         0.07142857 0.
 0.         0.         0.78571429 0.         0.07142857 0.
 0.         0.         0.         0.         0.07142857 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.6666666666666667, 3)","[0.  0.  0.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5 0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0. ]","(0.16666666666666663, 12)","[0.03734827 0.10737628 0.0210084  0.         0.04621849 0.
 0.         0.         0.56722689 0.03734827 0.06255836 0.
 0.         0.         0.         0.03734827 0.08356676 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]","(0.5714285714285714, 59.5)"
